title,authors,year,venue,abstract,doi,url,source
Electronic Health Records Sharing Model Based on Blockchain With Checkable State PBFT Consensus Algorithm,Z. Pang; Y. Yao; Q. Li; X. Zhang; J. Zhang,2022,IEEE Access,"With the popularity of IoT devices and cloud technology in the medical industry. Sharing EHRs (Electronic Health Records) among medical institutions improves the accuracy of medical diagnosis and promotes the development of public medical. However, it is difficult to share EHRs among hospitals, and patients typically don’t know about the usage of their health records. In this paper, we propose a patient-controlled EHRs sharing scheme based on cloud computing collaborating blockchain technology. The medical abstract and the access strategy are stored in the blockchain to avoid being tampered with. To achieve the fine-grained access control, we propose the attribute-based encryption scheme and multi-keyword encryption scheme to encrypt EHRs. Moreover, we proposed a node-state-checkable Practical Byzantine Fault Tolerance consensus algorithm (sc-PBFT) to prevent the Byzantine nodes from sneaking into the consortium blockchain. First, we check the state of the elected master node to avoid the master node having any malicious records. Then, using pre-prepared, prepare, and commit processes to complete the consensus request submitted by the client. At last, the proposed consensus algorithm evaluates the state of the master node according to the completion of the three-stage process to reduce the impact of the malicious node on the whole consortium blockchain. By doing this, the malicious node will be marked and isolated into the isolation area. The experimental results show that the proposed sc-PBFT algorithm has better handling capability and lower consensus latency. Compared with the PBFT algorithm in the case of Byzantine nodes, sc-PBFT not only improves the robustness of the consortium blockchain network but also improves the handling capability.",10.1109/ACCESS.2022.3186682,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9826751,ieee
"Blockchain and NFTs for Trusted Ownership, Trading, and Access of AI Models",A. Battah; M. Madine; I. Yaqoob; K. Salah; H. R. Hasan; R. Jayaraman,2022,IEEE Access,"The demand for high-quality Artificial Intelligence (AI) models is ever-increasing in this digital era. However, most of the existing methods leveraged for managing the ownership, trading, and access of AI models fall short of providing traceability, transparency, audit, security, and trustful features. In this paper, we propose a solution based on blockchain and Non-fungible Tokens (NFTs) to manage ownership rights and exchange of AI models in a transparent, traceable, auditable, secure, and trustworthy manner. Smart contracts are employed to enforce ownership, ease of access, and exchange policies for the unique NFT linked to an AI model. We use decentralized storage of the InterPlanetary File System (IPFS) and proxy re-encryption oracles to securely fetch, store, and share data related to AI models. We present algorithms along with their implementation, testing, and validation details. The proposed solution is evaluated using cost and security analyses to show its affordability and resiliency against security threats and attacks. All smart contract codes are made publicly available on GitHub.",10.1109/ACCESS.2022.3215660,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9924181,ieee
Protecting Online Personas and Financial Transactions on Distributed Ledgers with the Use of Advanced Cryptographic Methods: Blockchain Technology for Cybersecurity,R. David; S. Srinivasan,2025,2025 5th International Conference on Intelligent Technologies (CONIT),"The safety of sensitive financial and personal information is of paramount importance in this age of ubiquitous online contacts and digital transactions. It is becoming more difficult to protect traditional cybersecurity approaches in decentralized digital environments from breaches, fraud, and attacks. These methods include centralized databases and conventional encryption algorithms. A strong solution for protecting online personalities and financial transactions can be found in this research, which investigates the use of blockchain technology in conjunction with advanced cryptographic algorithms. Users and financial systems can benefit from increased security and privacy due to blockchain technology, which combines a decentralized and irreversible ledger with cryptographic methods including zeroknowledge proofs, homomorphic encryption, and multi-party computing. The study delves into the ways in which these sophisticated cryptographic methods can be combined with blockchain technology to build systems that are safe, anonymous, and impossible to manipulate when it comes to managing identities, authenticating users, and conducting financial transactions. You can lessen the chances of identity theft, data breaches, and illegal access by combining blockchain’s decentralized and transparent qualities with state-of-the-art cryptographic approaches. Scalability, interoperability, and regulatory compliance are some of the obstacles that this study investigates as they pertain to the practical implementation of blockchain-based security systems. At the end of the paper, we look forward to seeing how blockchain and cryptography technologies develop in the realm of cybersecurity, and we explore possible enhancements and future research directions.",10.1109/CONIT65521.2025.11167610,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11167610,ieee
Empirical Evidence of Blockchain Technology Adoption for Indonesian Unbanked Farmers’ Financial Inclusivity,A. Hamka; V. Tohang,2023,"2023 International Conference on Informatics, Multimedia, Cyber and Informations System (ICIMCIS)","The adoption of Blockchain technology is seen as a potential solution to solve financial inclusion issues in the world. However, current research on blockchain technology to solve financial inclusion has not yet highlighted the importance of this technology. Most of the existing research remains primarily grounded in conceptual frameworks. This study uses a qualitative methodology to examine the perspectives and insights of different stakeholders on empirical evidence of blockchain adoption in addressing financial inclusion challenges faced by unbanked farmers in certain demographic regions of Indonesia. The interviews were specifically designed to address how and why blockchain technology may be utilized by banking institutions to gather and authenticate data pertaining to farmers. This discourse examines the vulnerabilities inherent to current banking systems. The interviewees involved the unbanked farmers, subject matter experts (SMEs) in blockchain technology who also have experienced the implementation of blockchain technology in a rural farmer, an SME in the finance industry, and has implemented blockchain technology.",10.1109/ICIMCIS60089.2023.10348981,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10348981,ieee
Blockchain: A nostrum for cloud service providers data security and privacy,M. Malik; N. Arya; N. K. S. S; A. Parashar; J. K. Chaudhary; N. K. Verma,2024,"2024 International Conference on Augmented Reality, Intelligent Systems, and Industrial Automation (ARIIA)","The purpose of this research paper is to look at the usage of Blockchain technology to improve the security of Cloud Computing Service Providers (CCSPs). The key goals of this research are to investigate the possible benefits and drawbacks of combining Blockchain with cloud computing, to perform a thorough review of relevant literature in the field, and to understand the fundamental mechanisms involved in this system. This research paper highlights significant benefits such as better data integrity, increased openness, and decentralized trust mechanisms through a comprehensive evaluation of previous studies. However, it is critical to recognize constraints such as scaling issues and significant performance overhead. The suggested solution comprises utilizing Blockchain's immutable and distributed ledger to securely store and verify key data such as user credentials, access rights, and service level agreements. This study evaluates the advantages and disadvantages of blockchain technology in enhancing cloud security and fostering trust between CSPs and their customers. It does so by drawing on existing literature and related research articles. CCSPs can create a more robust and secure environment by decentralizing trust and implementing cryptographic procedures. This study adds to our understanding of Blockchain technology's potential in cloud computing security and gives ideas for future research and practical deployment in real-world settings. In order to solve security problems, this research paper emphasizes the importance of incorporating blockchain technology into cloud computing service providers. In order to address the issues related to scalability, regulation, and interoperability, it emphasizes the necessity for additional research and development. The conclusions made in this study add to the body of knowledge on blockchain-based security solutions for cloud computing and offer important information to researchers, practitioners, and legislators who are working to improve the security of cloud computing service providers.",10.1109/ARIIA63345.2024.11051613,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11051613,ieee
"Designing, Deploying, and Testing a Chaincode for Educational Credentials Verification in a Hyperledger-Operated Blockchain Network",M. P. M. Sy; R. I. Marasigan; E. D. Festijo,2023,"2023 3rd International Conference on Smart Generation Computing, Communication and Networking (SMART GENCON)","The attractiveness of distributed ledger technology as a platform for the implementation of digitalized inter-organizational business processes stems from its inherent ability to handle the lack of trust and transparency between organizations. A blockchain is a classification of distributed ledgers that contains blocks, involving list of data connected by cryptography. Every block has a timestamp, a cryptographic hash of the previous block, and a few transaction details. It is commonly used for financial transactions in the case of Bitcoin and Ethereum, popularly known as cryptocurrencies. However, other than this use-case, implementing it in traditional information systems is explored in this paper. The study used Hyperledger Fabric (HLF) to create a permissioned network that supports a distributed ledger, smart contracts (chaincode) and various participants who invoke the transactions on the ledger. Several functions is embedded in the chaincode design as deemed necessary in the analysis of educational verification process of higher educational institutions (HEI). For this scenario, blockchain was believed to be appropriate to address trust, security, privacy, and transparency concerns because this technology prevents data or transactions from being altered once they are saved in a blockchain database. Since it creates an irreversible record, it practically becomes impossible to alter. Any changes to the database provide consistency and completeness by requiring new data blocks to be added to the current chain of blocks in chronological sequence. The blockchain network was interacted upon through Application Programming Interfaces (API). The performance assessment confirmed that the chaincode is working and the functions work as expected. Numerous readings of the response time and the payload size were recorded and kept as results for the endpoint testing of the chaincode. It can be assumed that using blockchain to improve the drawbacks of centralized and/or traditional information systems is viable.",10.1109/SMARTGENCON60755.2023.10441937,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10441937,ieee
Research on Blockchain Data Sharing and Privacy Protection Scheme Based on Reputation Value Calculation,C. Yang; W. Zhang,2025,2025 IEEE 3rd International Conference on Image Processing and Computer Applications (ICIPCA),"The issues of data sharing and privacy protection have always been a major research focus in blockchain. In response to problems such as data security and personal privacy protection that are prevalent in medical big data, in order to protect patients' privacy while efficiently utilizing the medical data of various medical institutions, a blockchain data sharing and privacy protection scheme based on reputation value calculation is proposed. By screening members with high - quality data before training, the data sharing process is transformed into a model parameter sharing process, avoiding the upload of original data to the blockchain and thus preventing patient privacy leakage. At the same time, the reputation scheme is improved to select candidate hospitals with high-quality data and reliability to participate in the federated learning training model. The distributed consortium blockchain is used to store the reputation values of each hospital and the global model parameters, and hospitals that actively contribute high-quality data are rewarded. The experimental results show that the proposed scheme can screen out high-quality data sources, reduce the interaction time between edge nodes and malicious nodes. Even when the reputation value is above 0.5, a learning accuracy of 0.857 can be achieved. Compared with existing typical federated learning schemes, the performance of the proposed scheme is superior.",10.1109/ICIPCA65645.2025.11138256,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11138256,ieee
Smart Finance Innovations with Federated Learning and Blockchain Integration,S. Balan; K. Thilagavathi; P. Raman; S. Pundir; R. Rakesh; G. Manikandan,2025,2025 6th International Conference for Emerging Technology (INCET),"By combining blockchain technology with federated learning, this study introduces a novel method of smart finance. The proposed method is designed to resolve the substantial challenges associated with data privacy, security, and operational efficiency that are prevalent in conventional banking systems. Federated learning enables numerous financial institutions to develop machine learning models that enhance privacy by cooperating rather than exchanging raw data. Furthermore, blockchain technology ensures the integrity and transparency of data by creating an immutable and distributed ledger. The federated learning process is automated by smart contracts, which ensures the safety and efficiency of participant participation. The system’s efficacy in enhancing model accuracy, operational efficiency, and trustworthiness, while simultaneously ensuring robust data privacy and security, is demonstrated by experiments. This integration is a substantial development in financial technology, as it provides a secure, efficient, and intelligent platform for the evaluation and decision-making process based on financial data. The model performed 95% accuracy.",10.1109/INCET64471.2025.11140005,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11140005,ieee
Dr. FANS: A Decentralized Micro-credential Verification System Towards Higher Qualifications,A. M. Tanim; H. Saria; M. F. Hossain; N. Mansoor,2025,"2025 International Conference on Electrical, Computer and Communication Engineering (ECCE)","Micro-credentials are transparent, competency-based qualifications that allow individuals to demonstrate specific knowledge and skills in a focused domain. They address the need for flexible, personalized education by offering shorter, verifiable credentials that enhance employability and support lifelong learning, making them especially valuable in today’s rapidly evolving workforce. This paper examines the inclusion of credit-bearing micro-credentials into traditional higher education programs while focusing on important issues like flexibility, personalized learning, and credential verification. The growing need for flexible, skill-based certifications from students and employers has highlighted the importance of educational models offering concise, targeted credentials. Credit-bearing micro-credentials allow students to demonstrate validated skills while earning official degrees. However, the existing system has recognition, portability, security, and trust issues. This paper proposes using Hyperledger Besu, a blockchain platform, to manage and verify micro-credentials securely. Furthermore, this paper reviews existing literature related to micro-credential and academic certification, presents various models for credentialing, and discusses the benefits and challenges of approaching those models. Additionally, it introduces three algorithms for smart contract implementation. In terms of performance, the evaluation of the proposed system shows an average block creation time of 2.3 seconds while having a block retrieval time of 3.30 milliseconds, demonstrating reliable functionality. Overall, the study demonstrates how integrating blockchain can enhance the credibility, portability, and acceptance of micro-credentials in the workforce and educational institutions.",10.1109/ECCE64574.2025.11013113,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11013113,ieee
Modeling the decision-making process of lenders based on blockchain technology,J. G. Umarovich; R. K. Bakhtiyorovich,2021,2021 International Conference on Information Science and Communications Technologies (ICISCT),"In this article, the credit system is finalized to ensure the implementation of the Decree of the President of the Republic of Uzbekistan dated May 12, 2020 No. 5992 «On the Strategy for Reforming the Banking System in the Republic of Uzbekistan for 2020-2025». Information security problems in the credit system and their solutions, as well as effective modeling of lender-borrower relations, model iterative calculation and quantitative analysis of the assessment of loan funds by credit institutions based on established criteria, the introduction of a two-way graphical method for assessing the decision-making process, development of decision-making models by banks and other credit organizations as an integral part of the UzBCS credit platform (Uzbekistan Blockchain Credit System), a mathematical model of an integrated decision-making process has been proposed that allows banks and other organizations to evaluate and select reliable borrowers.",10.1109/ICISCT52966.2021.9670211,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9670211,ieee
Blockchain-Based Medical Data Asset Sharing Framework for Healthcare 4.0,M. Li; A. R. Harish; C. Yu; Y. Yu; R. Y. Zhong; G. Q. Huang,2025,IEEE Transactions on Industrial Informatics,"To promote the sharing of medical data assets (MDAs) in a more secure and sustainable manner, this article presents a blockchain-based MDA sharing framework. The contributions of this article are threefold. First, we designed a layered-architecture to decouple the privacy-preserving responsibilities among technologies considering the incentive rewarding and parallelization of execution. Second, we introduce zero-knowledge proofs (ZKPs) in smart contracts with a group signature to construct a supervisory privacy-preserving sharing mechanism, which can be executed in a decentralized environment to protect the privacy of MDAs. Third, we introduce an incentive mechanism that motivates MDA sharing by capturing the decentralized features of the participants to deliver fair rewards. The experiments show that our framework achieves a comprehensive privacy protection on sharing MDAs, comparing with single blockchain sharing schema, with only 2.2% sacrifice on TPS (throughput/second). Moreover, our framework has better potential for large-scale application due to the paralleled execution on ZKP-based smart contracts.",10.1109/TII.2024.3488795,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10846940,ieee
"Empowering AI-Driven Healthcare With Secure, Decentralized, and Privacy-Enhancing Adaptive Intelligence",H. AbdelRaouf; M. Abouyoussef; M. M. Fouda; M. I. Ibrahem,2025,IEEE Internet of Things Journal,"Integrating the Internet of Medical Things (IoMT) and artificial intelligence (AI) is revolutionizing healthcare by enabling real-time health monitoring, predictive analytics, and personalized treatment. However, existing AI healthcare models are trained offline on static datasets, making them less adaptable to evolving health data and potentially reducing their accuracy and decision-making. Furthermore, adversaries may exploit this by injecting frequent data shifts, straining healthcare resources. Privacy concerns also arise from the exposure of sensitive patient data. Therefore, we propose a novel AI-driven healthcare methodology with secure, decentralized, and privacy-enhancing adaptive intelligence. First, a deep learning (DL) model is devised to leverage its high-confidence probability to detect data drift efficiently. Next, we propose a privacy-preserving approach leveraging functional encryption to ensure patient data confidentiality during drift detection and model retraining while eliminating reliance on a trusted entity. Lastly, we propose a customized consortium blockchain with group signatures to protect patient anonymity and data tampering and unlinkability while preventing falsely claiming drift incidents. Moreover, to ensure decentralization, it removes the need for a trusted authority in cryptographic key generation. Our experiments, on a real testbed and healthcare datasets, show that the proposed methodology achieves real-time drift detection with performance comparable to existing methods, while reducing the computational time by 52.35%. It also maintains high accuracy, achieving up to 98.43% with the offline health monitoring model and up to 96% with the online adaptive model. Additionally, it preserves patient privacy while reducing computational and communication overhead by 94.26% and 89%, respectively, compared to the state-of-the-art.",10.1109/JIOT.2025.3602942,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11142309,ieee
Research on Blockchain-Based Secure Data Sharing for Power Systems in CPSS,X. Wang; L. Gao; Y. Yang,2025,2025 6th International Conference on Energy Power and Automation Engineering (ICEPAE),"With the increasing integration of power systems into Cyber-Physical-Social Systems (CPSS), the secure and privacy-preserving sharing of massive distributed energy data has become essential. However, current exchange models are hindered by data silos, unclear ownership, and privacy concerns, with centralized platforms lacking transparency and trust. To address these challenges, this paper presents a blockchain-based framework for secure power data sharing in CPSS environments. Using a consortium blockchain, data ownership and access policies are recorded on-chain and enforced via smart contracts, with hash anchors to off-chain encrypted data for integrity verification. All sharing transactions are immutably recorded on the blockchain, providing an audit trail. Experimental results demonstrate subsecond latency, stable throughput, and substantial reductions in on-chain storage. The proposed system enhances data sharing, scalability, and trustworthiness, making it suitable for multi-party smart grid applications within CPSS.",10.1109/ICEPAE66132.2025.11275775,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11275775,ieee
Secure User Authentication with Secret Sharing and Smart Contract for Permissioned Blockchain,M. Okada; A. A. A. Mohd Kamal; M. Fujisawa,2024,2024 IEEE 13th Global Conference on Consumer Electronics (GCCE),"Blockchains (BCs) have garnered attention owing to their potential applications in a wide range of fields, including finance and the Internet of Things. Nakajima et al. introduced a secure and decentralized storage system using a permissioned BC and secret sharing. However, this method employs conventional password-based user authentication with a single SDK server. In this study, we introduce a secure and decentralized user authentication system that employs secure computation based on Shamir’s (2,2) threshold secret sharing and smart contracts. We demonstrate that employing secure computation using secret sharing facilitates user authentication while maintaining the confidentiality of the original password. Furthermore, we show that even if the information registered on the SDK server is known, an attacker will not be able to recover the original password.",10.1109/GCCE62371.2024.10760718,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10760718,ieee
Blockchains’ federation for enabling actor-centered data integration,J. Rojo; J. Hernandez; L. Foschini; P. Bellavista; J. Berrocal; J. M. Murillo Rodriguez; J. García-Alonso,2022,ICC 2022 - IEEE International Conference on Communications,"The pervasive presence of the Internet results in an increasing number of people and systems interacting with each other. However, since each system only captures its own representation of reality, the information of the involved actors is scattered and even duplicated. This scattering generates problems by itself since only a small fragmented vision of the actors’ reality is available for each system. At the same time, the duplication of information in different systems can lead to inconsistencies that impede the correct integration of different systems. In this paper, we present an architecture based on the use of an upper blockchain in charge of federating a set of lower-level blockchains. This way, actor-centered data integration is achieved, offering a single, global vision of the dispersed information of each actor. This solution, called FedBlocks, relies on the blockchains’ federation concept where all interconnected systems are communicated and can share authorized data of their actors, providing a benefit for these systems and for the actors themselves. The proposed implementation has been successfully tested integrating 5689 records from 50 different institutions, belonging to 1156 actors.",10.1109/ICC45855.2022.9838506,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9838506,ieee
CogniVault: A Multimodal Edge-AI and Blockchain Framework for Secure Institutional Monitoring and Human-Wildlife Conflict Mitigation,N. P. Rajeswari; K. Kowsi; R. Lohitha; M. Dhaksha,2026,2026 Second International Conference on Multi-Agent Systems for Collaborative Intelligence (ICMSCI),"The modern environment of institutional management is experiencing a paradigm shift in the process of convergence of AI, IoT, and Distributed Ledger Technology. CogniVault is an ambit of modern hostel monitoring that has been verified through research as a more effective method for institutions situated in cities and towns having an urban- wildlife interface. CogniVault uses edge-native deep learning to automate attendance, protect premises, and alleviate the humanwildlife conflict (HAC). The system uses a multimodal biometric authentication channel, applying ArcFace to ECAPA- TDNN, which are fused using a weighted sum rule for high- fidelity verification. To address data integrity, the model uses a permissioned Hyperledger Fabric blockchain, which creates an audit trail that cannot be altered. Furthermore, a real-time object detector module based on the NVIDIA Jetson platform using YOLOv8 achieves sub-500ms latency to detect wildlife intrusion. This report provides a technical analysis of the system elements, such as the mathematical premises of the loss protocol and consensus protocols. Comparative benchmarks illustrate the efficiency of CogniVault in maintaining operational efficiency, physical security, and integrity of data, with pilot exercises registering no cases of tampering with the ledger.",10.1109/ICMSCI67830.2026.11469267,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11469267,ieee
PQ-FIM-PCES: Enhancing Privacy Compliance in Global Cloud Systems using Post-Quantum Cryptography and Federated Identity Management,K. Srujana; S. K. Joginpelly; R. A C; K. G M; S. S. K,2025,"2025 2nd International Conference on Software, Systems and Information Technology (SSITCON)","Cloud applications require strong security and privacy controls, especially when users and services operate across different regions and platforms. The existing block-chain-based Identity Management, Access Control and Secure Sharing (BC-IAS) helps to implement access policies using blockchain and cryptographic techniques. However, BC-IAS depends on hyperelliptic curve cryptography (HECC), which is not secure against quantum attacks, and uses centralized identity management, which limits scalability and flexibility in global cloud environments. To address this, a Post-Quantum Federated Identity Management Privacy Compliance Enforcement System (PQ-FIM-PCES), which uses postquantum cryptography, such as CRYSTALS-Kyber for encryption and CRYSTALS-Dilithium for digital signatures, is proposed. Federated Identity Management (FIM) allows users to authenticate across multiple domains using verifiable credentials without depending on a single identity provider. The proposed PQ-FIM-PCES uses blockchain smart contracts to verify identities, enforce access rules, and maintain secure audit trials. Overall, the proposed method includes three stages: scheduling federated identities, securing data with postquantum signcryption, and validating access through a block chain. In testing, PQ-FIM-PCES achieved an authentication success rate of 99.36 %, which is better than that of the existing model and suitable for privacy compliance in current cloud environments.",10.1109/SSITCON66133.2025.11342266,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11342266,ieee
Hyperledger Fabric-Based Permissioned Blockchain Framework for University Examination Information Management System,X. Li,2025,2025 3rd International Conference on Data Science and Information System (ICDSIS),"In recent scenario, demand for secure and efficient academic processes had been growing which motivated institutions to adopt advanced technologies for managing university examination information. Existing approaches for university examination management system had faced challenges like unauthorized access and manipulation of marks records. Therefore, this research proposes Hyperledger Fabric-Based Permissioned Blockchain Framework (HFPBF) for university examination management system. Initially, the system authenticates students by IP verification and AI-based facial recognition with 360° monitoring and noise detection. Then, it establishes a secure Remote Desktop Protocol (RDP) session and distributes shuffled, time-bound questions encrypted per user. After collection, responses undergo plagiarism detection for ensuring originality, followed by automated or manual evaluation. Finally, marks are securely recorded and distributed using a HFPBF by ensuring immutability, transparency and restricted access by smart contracts. The proposed HFPBF achieved better results in terms of factor loading (0.874), convergent reliability (0.947) and Average Variance Extracted (AVE) 0.842 when compared with existing Automated Short Essay Scoring (ASES).",10.1109/ICDSIS65355.2025.11070806,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11070806,ieee
Blockchain Implementation to Ensure the Authenticity and Integrity of Graduation and Diploma Certificates,E. Z. Shuban; K. W. Indrawan; I. S. Edbert,2024,"2024 International Conference on Artificial Intelligence, Blockchain, Cloud Computing, and Data Analytics (ICoABCD)","This research addresses the escalating problem of diploma forgery by proposing a novel, decentralized diploma issuance system powered by blockchain technology. The proliferation of fraudulent credentials undermines the integrity of quality education and necessitates a secure, verifiable mechanism for direct diploma authentication by institutions. This system tackles this challenge by utilizing a distributed ledger, eliminating the need for a central authority, and enhancing credential security. Designed using Solidity and deployed on a private Ethereum network, the system assigns distinct roles: educational institutions issue and manage diplomas, students retain access to their own verified credentials, and potential employers can seamlessly verify their authenticity. Our analysis of gas usage reveals that the initial issuance process on the blockchain incurs the highest cost. However, subsequent retrievals by students or industry stakeholders demonstrate a lower average gas cost, with consumption increasing proportionally to request volume. While the system highlights promising results within a private network environment, the limitations inherent to its small-scale implementation are acknowledged. This research contributes to the field of credentialing by offering a secure and verifiable solution for diploma issuance, fostering trust in quality education, and streamlining the verification process for all stakeholders.",10.1109/ICoABCD63526.2024.10704330,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10704330,ieee
BookChain: A Secure Library Book Storing and Sharing in Academic Institutions using Blockchain Technology,P. Chinnasamy; A. Elumalai; R. K. Ayyasamy; S. P. Kavya; S. Dhanasekaran; A. Kiran,2023,2023 International Conference on Computer Communication and Informatics (ICCCI),"By exploiting wireless operators, contemporary bookcrossing allows people to share books conveniently and hastens the spread of knowledge. Nevertheless, the widespread use of smartphone bookcrossing has been seriously hampered by the lack of tracking, resulting in missing and disappearance of textbooks, additionally, it leads to organizational inefficiency. Hence, we suggest using the emerging blockchain technology to exploit the advantages of its immutability and encrypted smart contract in order to overcome these difficulties. In this research, we propose a BookChain, a blockchain-based intra-campus book-sharing system that is verifiable and effective. BookChain securely records all of the book’s interacting entities on blockchain because every consumer could retrace the book’s renting activity, hence lowering the risk of a book being misplaced. Additionally, BookChain promotes the use of smart contracts to streamline the distribution of books with very little human interference, maximizing productivity. The experimental findings demonstrate the efficiency and affordability of the suggested system even with a large number of concurrent participants.",10.1109/ICCCI56745.2023.10128571,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10128571,ieee
Utilizing Blockchain for Healthcare Advancements in India,S. Kumar; R. Singh; R. Kaushal,2025,"2025 12th International Conference on Reliability, Infocom Technologies and Optimization (Trends and Future Directions) (ICRITO)","Due to the high rate of fragmentation, India's healthcare system is faced with stagnant patient data that is isolated in silos involving thousands of clinics and healthcare centers. This disunity is linked to significant gaps in patient care, as individuals carry actual documents and medical professionals struggle to obtain a comprehensive clinical history when necessary. In this study, the authors analyze how blockchain can be used to resolve the healthcare interoperability crisis in India. Compared to the traditional centralized databases, blockchain establishes a distributed ledger, through which records between patients remain securely shared within approved healthcare networks. Immutable feature maintains data integrity and the decentralized system offers high security against cyber-attacks that are being perpetrated more commonly on healthcare institutions. There are three main benefits to the implementation of a blockchain identified in the study. One is increased security due to distributed storage of data that removes single-point failover which hackers usually target. Second, the enhanced interoperability will enable the easy flow of information among the public and private healthcare providers eliminating repetitive tests and delays in care. Third, greater transparency allows the patients more influence on their healthcare data, as well as improves the ability to track clinical trials and outcomes. Nevertheless, a number of problems make the adoption of blockchain in the Indian healthcare industry difficult. The cost of implementation is still extremely high in many institutions especially the smaller clinics and the rural health care providers. The current electronic health records systems have to be upgraded significantly to connect to the blockchain networks. The regulatory frameworks will have to change, such as the Personal Data Protection Bill in 2020 in India, and ensure that they support decentralized data management alongside standards of compliance. Based on the conducted research, it can be concluded that the implementation of blockchain requires the joint work of governmental institutions, healthcare facilities, and technology corporations. Though there exist some technical and financial obstacles, the capability of blockchain to build a single, safe ecosystem in the healthcare industry may bring incredible changes in patient outcomes of the wide variety of healthcare in India.",10.1109/ICRITO66076.2025.11241355,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11241355,ieee
xCRM: Blockchain Interoperable Crime Report Management System By Utilizing Hyperledger Cacti & Private Data Collection (PDC),R. Amin; R. A. Chowdhury; S. M. Tanjim; A. Islam; M. S. Islam,2023,"2023 International Conference on Next-Generation Computing, IoT and Machine Learning (NCIM)","The process of bringing criminals to justice can be complicated when reporter information and sensitive data related to the case are revealed and may involve international law enforcement cooperation, especially when a criminal flees to another country. To tackle this issue, an interoperable crime management system is necessary. This study proposes a blockchain-based interoperable crime management system that provides secure and decentralized communication between different blockchain-based platforms, ensuring anonymity, transparency, and immutability. We present a methodology for crime reporting, evidence management, forensic testing, a collaboration between investigation agencies, and resource sharing where anyone can report in two modes: anonymous mode, which is only for passing any information to the police, or generate mode, which will create an FIR (First Information Report) and subsequent procedures. To ensure the security of our data, we have implemented Hyperledger Fabric Private Data Collection (PDC) for each report and investigation. The PDC will consist of the team leader, investigation officer, reporter, and any other relevant users as members. All interactions will occur within the specific channel created for each report, and files and additional information will be shared through the PDC. This system uses Hyperledger Cacti to implement interoperability and allows investigation and collaboration with others, like courts, forensics, and special investigation agencies, even with foreign systems. This proposed system is effective and efficient, enhancing the performance of blockchain networks.",10.1109/NCIM59001.2023.10212677,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10212677,ieee
"ProvotuMN: Decentralized, Mix-Net-based, and Receipt-free Voting System",C. Killer; M. Eck; B. Rodrigues; J. von der Assen; R. Staubli; B. Stiller,2022,2022 IEEE International Conference on Blockchain and Cryptocurrency (ICBC),"Recent years saw an increase in voting systems using public permissionless blockchains. Although public blockchains offer transparency and immutability, permissioned consensus is better suited for voting systems’ requirements, because an initial level of trust in authorities is always required. Hence, a permissioned Distributed Ledger (DL) immutably storing the voting system’s audit trail satisfies demands measurably.ProvotuMN 3.0 is a decentralized and receipt-Free (RF) voting system based on an end-to-end verifiable Re-Encryption Mixnet (RMN). RMNs allow for flexible votes and elections and decouple the ballot structure from the cryptographic voting protocol. Thus, ProvotuMN decentralizes trust (i) through the use of cryptographic shuffles and Non-Interactive Zero-Knowledge Proofs (NIZKP) in an RMN executed among DL nodes, (ii) by employing a distributed key generation for election keys, and (iii) by offering a decentralized re-encryption service assuring RF. Performance evaluations performed indicate that the voting scheme is scalable for large-scale voting.",10.1109/ICBC54727.2022.9805556,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9805556,ieee
