title,authors,year,venue,abstract,doi,url,source
FBASHI: Fuzzy and Blockchain-Based Adaptive Security for Healthcare IoTs,Zeeshan Zulkifl; Fawad Khan; Shahzaib Tahir; Mehreen Afzal; Waseem Iqbal; Abdul Rehman; Saqib Saeed; Abdullah M. Almuhaideb,2022,IEEE Access,"Internet of Things (IoT) is a system of interconnected devices that have the ability to monitor and transfer data to peers without human intervention. Authentication, Authorization and Audit Logs (AAA) are prime features of Network Security and easily attained in legacy systems, however, remains unachieved in IoT. The IoTs require due security considerations as the conventional security mechanisms are not optimized for such devices due to various aspects such as heterogeneity, resource constrained processing, storage and multiple factors. Additionally, the legacy systems are mostly centralized and thus introduce a single point of failure. In this research, a novel framework, FBASHI is presented that is based on fuzzy logic and blockchain technology to achieve AAA services. The proposed system is developed using Hyperledger that is a blockchain platform providing privacy and fast response capability, therefore, it is best suited for the healthcare IoT environments. This work proposes behavior driven adaptive security mechanism for healthcare IoTs and networks based on blockchain by utilizing fuzzy logic and presents a heuristic approach towards behavior driven adaptive security providing AAA services. FBASHI is implemented to analyze its security and practicality. Furthermore, a comparison is drawn with other blockchain-based solutions.",10.1109/access.2022.3149046,https://doi.org/10.1109/access.2022.3149046,openalex
"An Extensive Blockchain Based Applications Survey: Tools, Frameworks, Opportunities, Challenges and Solutions",Kanika Agrawal; Mayank Aggarwal; Sudeep Tanwar; Gulshan Sharma; Pitshou N. Bokoro; Ravi Sharma,2022,IEEE Access,"Many security standards and cryptographic solutions exist for different applications such as agriculture, aircraft, banking systems and etc. but a more effective and efficient solution can be given by combining existing technologies with blockchain. This work addresses the problems of previous works such as scalability, immutability, robustness, network latency, auditability, and traceability. Satoshi Nakamoto introduced Blockchain (BC) to tackle the Address Resolution Protocol (ARP) spoofing attacks, Distributed Denial of Service (DDoS), phishing problems and various security issues. Blockchain is a technology that stores the data using a chain of blocks in an encrypted form with hashing algorithms. It uses the decentralized architecture to store the information that helps users and customers to have transparency on records. The data is stored in a distributed ledger that is tamperproof and immutable. To amalgamate the research done so far, this paper presents a systematic review of ten different applications and tools used in blockchain. The applications include academics and education, agriculture, aircraft, banking, car sharing, e-voting, healthcare, Internet of Things (IoT), Intellectual Property Rights (IPR), and Supplychain (SC). Moreover, this paper presented a taxonomy for these applications and analyzed the implementation of tools used in different domains. Different open issues and challenges and key takeaways of blockchain technology were also highlighted. Hence, this paper helps give a new insight into working with blockchain and deciding on appropriate tools and approaches for a particular application.",10.1109/access.2022.3219160,https://doi.org/10.1109/access.2022.3219160,openalex
An Attribute‐Based Access Control Model for Internet of Things Using Hyperledger Fabric Blockchain,Elham Shammar; Ammar T. Zahary; Asma A. Al-Shargabi,2022,Wireless Communications and Mobile Computing,"The Internet of Things (IoT) is emerging from its infancy and establishing itself as a component of the future Internet. However, the ability to manage a huge number of IoT devices is one of the IoT technical challenges. To implement access control, traditional schemes typically rely on a trusted central organization. Traditional centralized access control systems of the IoT lead to the shortcomings of a single point of failure, low overall system efficiency, and ethical and privacy issues. To overcome such challenges, an attribute‐based access control model using Hyperledger Fabric blockchain (ABAC‐HLFBC) is proposed in this paper. By adopting ABAC, it is no longer to create access control lists (ACLs) or assign roles to all system users. Instead, ABAC grants access based on the attributes presented by the target. No one is permitted access unless he/she possesses sufficient attributes that correspond to the access policy. The Hyperledger Fabric Raft consensus mechanism has been used to verify the transaction on the proposed model because it has a demanding feature for faster and less complicated consensus in comparison to the Kafka ordering service. To evaluate the proposed model, it has been tested against the most recent previous work, called fabric‐iot model. The proposed model has been tested and evaluated in two parts. The first part tests the cost time using a client test program written in Golang. The second part tests the latency and throughput using the Hyperledger Caliper benchmark tool. Results show that the proposed model efficiently outperforms the previous work in terms of the performance metrics mentioned above.",10.1155/2022/6926408,https://doi.org/10.1155/2022/6926408,openalex
Resource Analysis of Blockchain Consensus Algorithms in Hyperledger Fabric,Gyeongsik Yang; Kwanhoon Lee; Kyungwoon Lee; Yeonho Yoo; Hyowon Lee; Chuck Yoo,2022,IEEE Access,"In the blockchain network, the consensus algorithm is used to tolerate node faults with data consistency and integrity, so it is vital in all blockchain services. Previous studies on the consensus algorithm have the following limitations: 1) no resource consumption analysis was done, 2) performance analysis was not comprehensive in terms of blockchain parameters (e.g., number of orderer nodes, number of fault nodes, batch size, payload size), and 3) practical fault scenarios were not evaluated. In other words, the resource provisioning of consensus algorithms in clouds has not been addressed adequately. As many blockchain services are deployed in the form of blockchain-as-a-service (BaaS), how to provision consensus algorithms becomes a key question to be answered. This study presents a kernel-level analysis for the resource consumption and comprehensive performance evaluations of three major consensus algorithms (i.e., Kafka, Raft, and PBFT). Our experiments reveal that resource consumption differs up to seven times, which demonstrates the importance of proper resource provisioning for BaaS.",10.1109/access.2022.3190979,https://doi.org/10.1109/access.2022.3190979,openalex
PRMS: Design and Development of Patients’ E-Healthcare Records Management System for Privacy Preservation in Third Party Cloud Platforms,Kirtirajsinh Zala; Hiren Kumar Thakkar; Rajendrasinh Jadeja; Priyanka Singh; Ketan Kotecha; Madhu Shukla,2022,IEEE Access,"In the current digital era, personal data storage on public platforms is a major cause of concern with severe security and privacy ramifications. This is true especially in e-health data management since patient&#x2019;s health data must be managed following a slew of established standards. The Cloud Service Providers (CSPs) primarily provide computing and storage resources. However, data security in the cloud is still a major concern. In several instances, Blockchain technology rescues the CSPs by providing the robust security to the underlying data by encrypting data using the unique and secret keys. Each network user in Blockchain has its own unique and secret keys linked directly to the transaction keys as a digital signature to protect the data. However, Blockchain technology suffers from the latency and throughput issues in high workload scenarios. To overcome e-healthcare records privacy issues in a third-party cloud, we designed a Patient&#x2019;s E-Healthcare Records Management System (PRMS) that focuses on latency and throughput. A comprehensive performance analysis of PRMS is carried out on different third-party clouds to validate its applicability. Moreover, the proposed PRMS system is compared with Blockchain platforms such as Hyperledger Fabric v0.6 and Etherium 1.5.8 against latency and throughput by adjusting the workload for each platform up to 10,000 transactions per second. The proposed PRMS is compared to the Secure and Robust Healthcare-Based Blockchain (SRHB) approach using Yahoo Cloud Serving Benchmark (YCSB) and small bank datasets. The experimental results indicate that deploying PRMS on AmazonWeb Services decreases System Execution Time (SET) and the Average Delay (AD) time by 2.4%, 8.33%, and 25.15%, 15.26%, respectively. Additionally, deploying PRMS on the Google Cloud Platform decreases System Execution Time (SET) and Average Delay (AD) by 2.27%, 2.4%, and 2.72%, 4.73% AD, respectively. The experimental results confirm the superiority of the PRMS under the high workload scenario over SRHB and its applicability in cloud data centers.",10.1109/access.2022.3198094,https://doi.org/10.1109/access.2022.3198094,openalex
Integration of Hardware Security Modules and Permissioned Blockchain in Industrial IoT Networks,Antonio Cabrera; Encarnación Castillo; Antonio Escobar-Molero; José Antonio Álvarez Bermejo; Diego P. Morales; Luis Parrilla,2022,IEEE Access,"Hardware Security Modules (HSM) serve as a hardware based root of trust that offers physical protection while adding a new security layer in the system architecture. When combined with decentralized access technologies as Blockchain, HSM offers robustness and complete reliability enabling secured end-to-end mechanisms for authenticity, authorization and integrity. This work proposes an efficient integration of HSM and Blockchain technologies focusing on, mainly, public-key cryptography algorithms and standards, that result crucial in order to achieve a successful combination of the mentioned technologies to improve the overall security in Industrial IoT systems. To prove the suitability of the proposal and the interaction of an IoT node and a Blockchain network using HSM a proof of concept is developed. Results of time performance analysis of the prototype reveal how promising the combination of HSMs in Blockchain environments is.",10.1109/access.2022.3217815,https://doi.org/10.1109/access.2022.3217815,openalex
Hierarchical Blockchain-Based Multi-Chaincode Access Control for Securing IoT Systems,Adam Ibrahim Abdi; Fathy Eassa; Kamal Jambi; Khalid Ali Almarhabi; Maher Khemakhem; Abdullah Basuhail; Mohammad Yamin,2022,Electronics,"The rapid growth of the Internet of Things (IoT) and its attributes of constrained devices and a distributed environment make it difficult to manage such a huge and growing network of devices on a global scale. Existing traditional access-control systems provide security and management to the IoT system. However, these mechanisms are based on central authority management, which introduces issues such as a single point of failure, low scalability, and a lack of privacy. In order to address these problems, many researchers have proposed using blockchain technology to achieve decentralized access control. However, such models are still faced with problems such as a lack of scalability and high computational complexity. In this paper, we propose a light-weight hierarchical blockchain-based multi-chaincode access control to protect the security and privacy of IoT systems. A clustering concept with BC managers enables the extended scalability of the proposed system. The architecture of the proposed solution contains three main components: an Edge Blockchain Manager (EBCM), which is responsible for authenticating and authorizing constrained devices locally; an Aggregated Edge Blockchain Manager (AEBCM), which contains various EBCMs to control different clusters and manage ABAC policies, and a Cloud Consortium Blockchain Manager (CCBCM), which ensures that only authorized users access the resources. In our solution, smart contracts are used to self-enforce decentralized AC policies. We implement a proof of concept for our proposed system using the permissioned Hyperledger Fabric. The simulation results and the security analysis show the efficiency and effectiveness of the proposed solution.",10.3390/electronics11050711,https://doi.org/10.3390/electronics11050711,openalex
Impact of Block Data Components on the Performance of Blockchain-Based VANET Implemented on Hyperledger Fabric,Priyanka Gaba; Ram Shringar Raw; Mazin Abed Mohammed; Jan Nedoma; Radek Martínek,2022,IEEE Access,"Blockchain, a vital technology in today&#x2019;s era, changed the way we share, manage and exchange our data in a centralized way to decentralized architecture. With the increasing demand for Blockchain, various platforms are available to implement public, private, consortium, or permissioned, permissionless Blockchain. Hyperledger, an open-source, permissioned, distributed ledger-based Blockchain, was hosted by Linux. This paper explores Hyperledger Fabric Private Blockchain Network (HFPBN). The architecture of HFPBN with its components and transaction flow is explored in detail. The Blockchain in HFPBN comprises multiple blocks that are linked to each other. The block elements are discussed in detail with their type and size, and after that, the total size of the block depending upon various parameters is calculated. Further, one application of Blockchain, i.e., Vehicular Ad-hoc Networks (VANETs), is discussed in this paper as a case study. The VANET application is being implemented on the Hyperledger Fabric platform. Formulas showing the dependency of various parameters like endorsement policy, number of transactions, and number of reads and writes on block size are derived and shown in their relationship through the graph for the VANET system. The impact of block size on various performance parameters like throughput, latency, memory, and CPU utilization for the VANET system is then analyzed using Hyperledger Caliper. An optimal required value of throughput and latency is achieved for Blockchain-based VANET. Also, the Hyperledger Fabric platform seems suitable for many applications as it creates separate Blockchain for different applications.",10.1109/access.2022.3188296,https://doi.org/10.1109/access.2022.3188296,openalex
Health-zkIDM: A Healthcare Identity System Based on Fabric Blockchain and Zero-Knowledge Proof,Tianyu Bai; Yangsheng Hu; Jianfeng He; Hongbo Fan; Zhenzhou An,2022,Sensors,"The issue of identity authentication for online medical services has been one of the key focuses of the healthcare industry in recent years. Most healthcare organizations use centralized identity management systems (IDMs), which not only limit the interoperability of patient identities between institutions of healthcare, but also create isolation between data islands. The more important matter is that centralized IDMs may lead to privacy disclosure. Therefore, we propose Health-zkIDM, a decentralized identity authentication system based on zero-knowledge proof and blockchain technology, which allows patients to identify and verify their identities transparently and safely in different health fields and promotes the interaction between IDM providers and patients. The users in Health-zkIDM are uniquely identified by one ID registered. The zero-knowledge proof technology is deployed on the client, which provides the user with a proof of identity information and automatically verifies the user's identity after registration. We implemented chaincodes on the Fabric, including the upload of proof of identity information, identification, and verification functions. The experiences show that the performance of the Health-zkIDM system can achieve throughputs higher than 400 TPS in Caliper.",10.3390/s22207716,https://doi.org/10.3390/s22207716,openalex
Conceptualization of blockchain enabled interconnected smart microgrids,Disha Lagadamane Dinesha; P. Balachandra,2022,Renewable and Sustainable Energy Reviews,"Power systems are undergoing rapid transitions to incorporate renewable sources of generation and to combat climate change. The next stage of transitions will lead to a shift from large-scale, centralized systems to networks of small-sized, distributed electricity systems, which require distributed or decentralized ledgers for database management for efficient transactions. Distributed Ledger Technology (DLT) are a form of decentralized ledgers where the transactions (energy, information, and money) among various entities are maintained. One such DLT is blockchain technology which offers several advantages. Data recorded in blockchains are difficult to tamper with; have privacy protection; facilitate fast, accurate, and real-time settlement of financial transactions. Contemporary research has started focusing on their possible applications in energy systems. State-of-the-art suggests that while business and market aspects have been extensively discussed, the electrical constraints and implementation methodologies have not been adequately addressed. Furthermore, all the reviewed projects have implemented only peer-to-peer transactions that are not scalable. To incorporate the new entities like prosumers, inter-microgrid transactions, and interactions with the legacy power grid, new structural and operational frameworks are necessary. The proposed research explores the possibility of developing blockchain enabled smart microgrids (BSMG) with the above frameworks. It aims to build a conceptual framework of BSMG, including the transaction protocols and process flows. It proposes the inclusion of network constraints in a threelevel transaction setup executed over a four-layered architecture. Another practical challenge is that BSMGs may be set up on different blockchain platforms. Hence, this paper also proposes implementing Inter-Blockchain Protocol for the first time to include interoperability and communication between different platforms. Finally, the performance metrics that will be used to validate the BSMGs are outlined.",10.1016/j.rser.2022.112848,https://doi.org/10.1016/j.rser.2022.112848,openalex
Review of Blockchain Potential Applications in the Electricity Sector and Challenges for Large Scale Adoption,Morsy Nour; José Pablo Chaves Ávila; Álvaro Sánchez Miralles,2022,IEEE Access,"Blockchain technology applications in the electricity sector are getting considerable attention from both academia and industry. It is expected that blockchain will play an important role in the transition to the smart grid. The blockchain applications in the electricity sector can be classified to optimizing existing processes like metering and billing or grid management and using blockchain for emerging applications such as creating new platforms for value exchange like peer-to-peer (P2P) energy trading. This paper briefly introduces the fundamentals of blockchain technology, such as different types of blockchain networks and consensus mechanisms, in addition to introducing a few blockchain platforms that are widely used in current studies, projects, and startups or may have future potential in the electricity sector applications. The contribution of this paper is to provide a review of potential applications of blockchain in many electricity sector use cases, and they are categorized into eight categories such as P2P energy trading, wholesale markets, retail markets, metering and billing, trading of renewable energy certificates (RECs) and carbon credits, electric mobility, enhancement of power system cyber security, investments in renewable energy sources (RESs), and power system operation and management. Moreover, examples of research studies, pilot projects, industrial projects, startups, or companies investigating the blockchain capabilities at each potential application are introduced. Furthermore, the studies presented in each use case are compared to clarify and highlight the blockchain functions and involved actors. Finally, the paper discusses the challenges that blockchain technology is facing that obstruct large-scale adoption in different sectors and in the electricity sector specifically and potential solutions to these challenges that are being developed.",10.1109/access.2022.3171227,https://doi.org/10.1109/access.2022.3171227,openalex
A System for the Promotion of Traceability and Ownership of Health Data Using Blockchain,Rui P. Pinto; Bruno M. C. Silva; Pedro R. M. Inácio,2022,IEEE Access,"The advent of wireless technologies and the development of more and better globally connected mobile devices, leverage real time health monitoring. Mobile health (m-health) promise to deliver health services anytime and anywhere, improving user convenience and enabling faster diagnoses without the need to travel to healthcare facilities. The use of m-health applications on mobile devices with the support of cloud computing is nowadays a technology trend that has many advantages, but also poses several challenges, especially on the data storage and privacy. Blockchain technology is an exponentially growing technology used in various research areas from finance, voting mechanisms, production chains, among others. This technology provides important characteristics such as immutability, non-repudiation, transparency, and reducing the need for intermediaries. Hence, this paper presents a novel approach for blockchain technology applied to m-health systems. This proposal allows an easy and fast integration with other health systems or applications allowing a patient-user to access his electronic health record in a more secure way. The data is traceable throughout the system, however maintaining the necessary anonymity. Hence, a prototype for a blockchain-based solution using <italic xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">Hyperledger Fabric</i> was developed. This implementation enables the creation of a chronologically organized and immutable health data record. To create an anonymous storage system, the proposed system uses two separate database components that maintain data traceability through sets of IDs stored in the blockchain. Furthermore, the development of the proposed system was evaluated in terms of performance and network configurations of the <italic xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">Hyperledger Fabric</i> .",10.1109/access.2022.3203193,https://doi.org/10.1109/access.2022.3203193,openalex
"Blockchain verification and validation: Techniques, challenges, and research directions",Dusica Marijan; Chhagan Lal,2022,Computer Science Review,,10.1016/j.cosrev.2022.100492,https://doi.org/10.1016/j.cosrev.2022.100492,openalex
A Blockchain Framework to Secure Personal Health Record (PHR) in IBM Cloud-Based Data Lake,Arvind Panwar; Vishal Bhatnagar; Manju Khari; Ahmad Waleed Salehi; Gaurav Gupta,2022,Computational Intelligence and Neuroscience,"The health system in today's real world is significant but difficult and overcrowded. These hurdles can be diminished using improved health record management and blockchain technology. These technologies can handle medical data to provide security by monitoring and maintaining patient records. The processing of medical data and patient records is essential to analyze the earlier prescribed medicines and to understand the severity of diseases. Blockchain technology can improve the security, performance, and transparency of sharing the medical records of the current healthcare system. This paper proposed a novel framework for personal health record (PHR) management using IBM cloud data lake and blockchain platform for an effective healthcare management process. The problem in the blockchain-based healthcare management system can be minimized with the utilization of the proposed technique. Significantly, the traditional blockchain system usually decreases the latency. Therefore, the proposed technique focuses on improving latency and throughput. The result of the proposed system is calculated based on various matrices, such as F1 Score, Recall, and Confusion matrices. Therefore, the proposed work scored high accuracy and provided better results than existing techniques.",10.1155/2022/3045107,https://doi.org/10.1155/2022/3045107,openalex
Implementation of a Distributed Framework for Permissioned Blockchain-Based Secure Automotive Supply Chain Management,Saima Zafar; Syed Faseeh Ul Hassan; Alsharef Mohammad; Ahmad Aziz Alahmadi; Nasim Ullah,2022,Sensors,"An automotive supply chain includes a range of activities from the concept of the product to its final transfer to a customer and subsequent vehicle maintenance. The three distinct stages of this chain are production, sales, and maintenance. In many countries, automobile records are not available to the public and anyone who has access to the central database or government systems can tamper with these records. In addition, used vehicle maintenance and transfer histories remain unavailable or inaccessible. These issues can be overcome by incorporating state-of-the-art blockchain technology into automotive supply chain management. Blockchain technology uses a chain of blocks for distributed transfer and storage of information, creating a decentralized data register that makes records of any digital asset tamper-proof and transparent. In this paper, we implement a permissioned blockchain-based framework for secure and efficient supply chain management of the automobile industry. We employed Hyperledger Fabric; an enterprise-grade distributed ledger platform for developing solutions. In our solution, the blockchain is customized and private in order to ensure system security. We evaluated our system in terms of memory cost, monetary cost, and speed of execution. Our results demonstrate that only 346 MB of extra memory space is required for storing the automotive data of 1 million users, thus rendering the memory cost negligible. The monetary cost is insignificant as all open source blockchain resources are employed, and the speed of record update is also fast. Our results also show that the decentralization of the automotive supply chain using blockchain can implement system security with minor modifications in the established configuration of the web application database.",10.3390/s22197367,https://doi.org/10.3390/s22197367,openalex
Exploring interoperability of distributed Ledger and Decentralized Technology adoption in virtual enterprises,Bokolo Anthony,2022,Information Systems and e-Business Management,"Abstract The breakthrough of Distributed Ledger Technologies (DLT) has enabled the emergence and implementation of a wide range of digital platforms in Virtual Enterprises (VE) which collaborate to provide digital services. DLT has the potential to revolutionize VE by offering transparent, decentralized, trustworthy, data provenance, reliable, and auditable features. Yet, the full deployment of DLT systems and digital platforms is still limited since some systems are operating in isolation. Hence, DLT interoperability is one of the challenges inhibiting widespread adoption of DLT platforms. DLT interoperability represents the ability for one distributed ledger platform to interact and share data with other legacy digital applications. It is inevitable to orchestrate these digital platforms fragments by introducing a cross-DLT platform integration to govern data usage within VE. Presently, already proposed approaches for DLT interoperability such as naive relay, sidechain, oracle solutions notary scheme, or relay chain are mostly not employed as they are either resource-intensive or too expensive to operate. Therefore, this paper presents a layered architecture that aids interoperability of DLT, and digital platforms based on IOTA Tangle. Design science method is adopted, and case demonstration is carried out to show how IOTA Tangle enable VE to provide an innovative virtual asset payment platform for seamless electric mobility as a service to clients. IOTA was employed as the DLT platform due to its data traceability, immutability, and tamper-proof features which allow for verification of integrity of data. IOTA offers flexibility and performance to support a reliable digital solution. Findings from this study presents a layered architecture that aids IOTA Tangle to make requests, inter-communicate, and share data via RESTful application programming interface as gateway with other external digital platforms deployed by VE to achieve an interoperable eco-system.",10.1007/s10257-022-00561-8,https://doi.org/10.1007/s10257-022-00561-8,openalex
BFRT: Blockchained Federated Learning for Real-time Traffic Flow Prediction,Collin Meese; Hang Chen; Syed Ali Asif; Wanxin Li; Chien-Chung Shen; Mark Nejad,2022,"2022 22nd IEEE International Symposium on Cluster, Cloud and Internet Computing (CCGrid)","Accurate real-time traffic flow prediction can be leveraged to relieve traffic congestion and associated negative impacts. The existing centralized deep learning methodologies have demonstrated high prediction accuracy, but suffer from privacy concerns due to the sensitive nature of transportation data. Moreover, the emerging literature on traffic prediction by distributed learning approaches, including federated learning, primarily focuses on offline learning. This paper proposes BFRT, a blockchained federated learning architecture for online traffic flow prediction using real-time data and edge computing. The proposed approach provides privacy for the underlying data, while enabling decentralized model training in real-time at the Internet of Vehicles edge. We federate GRU and LSTM models and conduct extensive experiments with dynamically collected arterial traffic data shards. We prototype the proposed permissioned blockchain network on Hyperledger Fabric and perform extensive tests using virtual machines to simulate the edge nodes. Experimental results outperform the centralized models, highlighting the feasibility of our approach for facili-tating privacy-preserving and decentralized real-time traffic flow prediction.",10.1109/ccgrid54584.2022.00041,https://doi.org/10.1109/ccgrid54584.2022.00041,openalex
Blockchain-Based Decentralized Model Aggregation for Cross-Silo Federated Learning in Industry 4.0,Tharindu Ranathunga; Alan McGibney; Susan Rea; Sourabh Bharti,2022,IEEE Internet of Things Journal,"Traditional federated learning (FL) adopts a client-server architecture where FL clients (e.g., IoT edge devices) train a common global model with the help of a centralized orchestrator (cloud server). However, current approaches are moving away from centralized orchestration toward a decentralized one in order to fully adapt FL for a cross-silo configuration with multiple organizations acting as clients. State-of-the-art decentralized FL mechanisms make at least one of the following assumptions: 1) clients are trusted organizations and cannot inject low-quality model updates for aggregation and 2) client local models can be shared with other clients or a third party for verification of low-quality updates. This article proposes a Blockchain-based decentralized framework for scenarios where participatory organizations are believed to be fully capable of injecting low-quality model updates as they are not willing to expose their local models to any other entity for verification purpose. The proposed decentralized FL framework adopts a novel hierarchical network of aggregators with the ability to punish/reward organizations in proportion to their local model quality updates. The framework is flexible and unlike state-of-the-art solutions, prevents a single entity from possessing the aggregated model in any FL round of training. The proposed framework is tested with respect to off-chain and on-chain performance in two Industry 4.0 use cases: 1) predictive maintenance and 2) product visual inspection. A comparative evaluation against the state-of-the-art reveals the proposed framework’s utility in terms of minimizing model convergence time and latency while maximizing accuracy and throughput.",10.1109/jiot.2022.3218704,https://doi.org/10.1109/jiot.2022.3218704,openalex
Hybrid intrusion detection system using blockchain framework,Shraddha R. Khonde; V. Ulagamuthalvi,2022,EURASIP Journal on Wireless Communications and Networking,"Abstract Data security and confidentiality are major goals now days due to the extensive use of the internet for data sharing. In modern era, most of the networks are compromised by intruders to grab access to private, confidential, and highly secured data. An intrusion detection system (IDS) is widely used to secure the network from getting compromised by intruders. Most of the IDS share the signatures of the novel attacks detected by anomaly approach for improving the detection rate and processing time. Security of signature shared by nodes is becoming a considerable problem. This paper presents a novel framework blockchain based hybrid intrusion detection system (BC-HyIDS), which uses the blockchain framework for exchanging signatures from one node to the other in distributed IDS. BC-HyIDS works in three phases where it uses both detection methods and blockchain in the third phase to provide security to data transferred through the network. This system makes use of a cryptosystem to encrypt the data stored in blocks to improve security one level higher. Hyperledger fabric v2.0 and Hyperledger sawtooth is used to implement system. Blockchain framework is created as a prototype using distributed ledger technology which helps in securing signature exchange. Performance of BC-HyIDS is evaluated in terms of accuracy, detection rate, and false alarm rate. From results, it is observed that a 2.8% increase in accuracy, 4.3% increase in detection rate, and a reduction of 2.6% in FAR is achieved. Blockchain performance is evaluated using Hyperledger fabric v2.0 and Hyperledger sawtooth on throughput, processing time, and average latency. BC-HyIDS shows improved performance when used with blockchain.",10.1186/s13638-022-02089-4,https://doi.org/10.1186/s13638-022-02089-4,openalex
A Fog and Blockchain Software Architecture for a Global Scale Vaccination Strategy,Humberto Jorge De Moura Costa; Cristiano André da Costa; Rodrigo da Rosa Righi; Rodolfo Stoffel Antunes; Juan F. De Paz; Valderi Reis Quietinho Leithardt,2022,IEEE Access,"Nowadays, there are many fragmented records of patient’s health data in different locations like hospitals, clinics, and organizations all around the world. With the arrival of the COVID-19 pandemic, several governments and institutions struggled to have satisfactory, fast, and accurate decision-making in a wide, dispersed, and global environment. In the current literature, we found that the most common related challenges include delay (network latency), software scalability, health data privacy, and global patient identification. We propose to design, implement and evaluate a healthcare software architecture focused on a global vaccination strategy, considering healthcare privacy issues, latency mitigation, support of scalability, and the use of a global identification. We have designed and implemented a prototype of a healthcare software called Fog-Care, evaluating performance metrics like latency, throughput and send rate of a hypothetical scenario where a global integrated vaccination campaign is adopted in wide dispensed locations (Brazil, USA, and United Kingdom), with an approach based on blockchain, unique identity, and fog computing technologies. The evaluation results demonstrate that the minimum latency spends less than 1 second to run, and the average of this metric grows in a linear progression, showing that a decentralized infrastructure integrating blockchain, global unique identification, and fog computing are feasible to make a scalable solution for a global vaccination campaign within other hospitals, clinics, and research institutions around the world and its data-sharing issues of privacy, and identification.",10.1109/access.2022.3169418,https://doi.org/10.1109/access.2022.3169418,openalex
Agriculture Supply Chain Management Based on Blockchain Architecture and Smart Contracts,Adil El Mane; Younes Chihab; Khalid Tatane; Redouan Korchiyne,2022,Applied Computational Intelligence and Soft Computing,"Since the commercialization of agriculture technology, there has been a surge in interest in agricultural data. However, these data are notoriously chaotic, and analysts are concerned about their authenticity because there is a big possibility that others may have influenced data quality at various points along the data stream. This article suggests a new blockchain architecture to protect the integrity of agricultural data. The goal of this architecture is to provide farmers with safe storage. The agriculture data inserted cannot be modified without some rules. Many procedures are completed automatically using smart contracts to limit the danger of manipulation. One of the suggested architectures is the proof of concept. It connects a traditional farm system with the blockchain accompanied by smart contracts to facilitate the entire agri-supply chain. The conceptual architecture will eliminate the flaws discovered in prior studies. Sensors are used in this approach to provide us with environmental data. As a result, we store our data in blocks using the blockchain system. Then, we built some unique agricultural smart contracts to handle all transactions and automatize decisions based on the source code of these automated contracts. This strategy would be more efficient and secure.",10.1155/2022/8011525,https://doi.org/10.1155/2022/8011525,openalex
A Study on Blockchain Architecture Design Decisions and Their Security Attacks and Threats,Sabreen Ahmadjee; Carlos Mera‐Gómez; Rami Bahsoon; Rick Kazman,2022,ACM Transactions on Software Engineering and Methodology,"Blockchain is a disruptive technology intended to implement secure decentralised distributed systems, in which transactional data can be shared, stored, and verified by participants of the system without needing a central authentication/verification authority. Blockchain-based systems have several architectural components and variants, which architects can leverage to build secure software systems. However, there is a lack of studies to assist architects in making architecture design and configuration decisions for blockchain-based systems. This knowledge gap may increase the chance of making unsuitable design decisions and producing configurations prone to potential security risks. To address this limitation, we report our comprehensive systematic literature review to derive a taxonomy of commonly used architecture design decisions in blockchain-based systems. We map each of these decisions to potential security attacks and their posed threats. MITRE’s attack tactic categories and Microsoft STRIDE threat modeling are used to systematically classify threats and their associated attacks to identify potential attacks and threats in blockchain-based systems. Our mapping approach aims to guide architects to make justifiable design decisions that will result in more secure implementations.",10.1145/3502740,https://doi.org/10.1145/3502740,openalex
Primary node election based on probabilistic linguistic term set with confidence interval in the PBFT consensus mechanism for blockchain,Mingyue Xie; Jun Liu; Shuyu Chen; Guangxia Xu; Ming‐Wei Lin,2022,Complex & Intelligent Systems,"Abstract This study proposes a primary node election method based on probabilistic linguistic term set (PLTS) for the practical Byzantine fault tolerance (PBFT) consensus mechanism to effectively enhance the efficiency of reaching consensus. Specifically, a novel concept of the probabilistic linguistic term set with a confidence interval (PLTS-CI) is presented to express the uncertain complex voting information of nodes during primary node election. Then, a novel score function based on the exponential semantic value and confidence approximation value for the PLTS-CI, called Score-ESCA, is used to solve the problems of comparing different nodes with various voting attitudes. This method helps select the node with the highest score by utilizing complex decision attitudes, making it an accurate primary node election solution. Furthermore, the feasibility of our proposed method is proved by both theoretical analysis and experimental evaluations.",10.1007/s40747-022-00857-9,https://doi.org/10.1007/s40747-022-00857-9,openalex
